Avg Case Cycle Time (min),Avg Resource Occupation Humans (%),"Weighted Fairness (Jain, humans)",P90 Case Cycle Time (min),Avg Wait Time (min),Service Level <=60min (%)
399.30909463722395,3.38016653151221,0.08788633302172286,961.3333333333334,0.23406605889233717,99.93479539062044
